Month,Day,Hour,BI,DI,AT,WS,PAI,CT,DCO,ACO
4,5,2,0,0,22.98,2.16,0.0,22.98,0.0,0.0
4,5,3,0,0,22.47,1.97,0.0,22.47,0.0,0.0
4,5,4,0,0,21.97,1.79,0.0,21.97,0.0,0.0
4,5,5,0,0,21.54,1.71,0.0,21.54,0.0,0.0
4,5,6,0,14,22.94,1.75,12.707,21.487,44.434,21.364
4,5,7,228,126,26.66,1.74,180.527,30.055,561.625,527.917
4,5,8,445,200,31.19,1.64,424.896,41.962,1307.048,1254.0
4,5,9,570,247,36.27,2.07,658.457,52.827,1954.165,1880.487
4,5,10,652,267,39.64,2.15,847.447,61.02,2418.118,2327.455
4,5,11,699,282,41.33,2.07,976.732,66.33,2706.826,2604.666
4,5,12,711,288,42.27,1.96,1019.56,68.887,2783.8,2678.455
4,5,13,699,281,42.31,1.85,974.68,68.377,2668.859,2568.251
4,5,14,649,272,41.49,1.7,847.617,64.995,2364.099,2275.507
4,5,15,553,251,40.0,1.51,648.001,58.914,1859.665,1789.222
4,5,16,443,199,37.69,1.24,420.61,50.839,1234.28,1183.329
4,5,17,236,128,33.92,0.88,183.032,40.14,540.471,507.243
4,5,18,0,11,31.19,0.97,9.976,30.646,33.407,10.539
4,5,19,0,0,29.98,1.43,0.0,29.98,0.0,0.0
4,5,20,0,0,29.07,1.58,0.0,29.07,0.0,0.0
4,5,21,0,0,28.51,1.52,0.0,28.51,0.0,0.0
4,5,22,0,0,27.9,1.4,0.0,27.9,0.0,0.0
4,5,23,0,0,27.22,1.34,0.0,27.22,0.0,0.0
4,6,0,0,0,26.54,1.43,0.0,26.54,0.0,0.0
4,6,1,0,0,25.85,1.68,0.0,25.85,0.0,0.0
4,6,2,0,0,25.25,1.74,0.0,25.25,0.0,0.0
4,6,3,0,0,24.78,1.62,0.0,24.78,0.0,0.0
4,6,4,0,0,24.47,1.49,0.0,24.47,0.0,0.0
4,6,5,0,0,24.28,1.32,0.0,24.28,0.0,0.0
4,6,6,0,11,25.7,1.12,9.976,24.089,34.463,11.575
4,6,7,117,135,28.68,0.84,157.645,31.99,501.834,469.473
4,6,8,357,232,33.11,0.52,407.258,46.041,1232.614,1181.71
4,6,9,506,277,39.1,0.88,642.01,58.641,1846.734,1776.729
4,6,10,652,272,41.54,1.23,851.711,65.94,2362.655,2274.118
4,6,11,679,296,42.86,1.54,970.118,69.5,2638.786,2539.399
4,6,12,537,390,43.35,1.87,945.692,68.517,2587.765,2490.432
4,6,13,540,367,42.98,2.27,904.627,65.954,2512.534,2418.189
4,6,14,479,333,41.59,2.44,758.526,60.789,2167.659,2086.393
4,6,15,247,340,39.54,2.46,506.197,52.606,1508.776,1449.68
4,6,16,287,245,37.65,2.49,382.478,47.147,1154.24,1105.542
4,6,17,14,97,35.41,2.6,92.064,37.525,295.385,267.438
4,6,18,0,6,33.19,2.95,5.434,32.372,18.045,0.0
4,6,19,0,0,31.9,3.33,0.0,31.9,0.0,0.0
4,6,20,0,0,30.83,3.83,0.0,30.83,0.0,0.0
4,6,21,0,0,30.03,4.16,0.0,30.03,0.0,0.0
4,6,22,0,0,29.23,4.21,0.0,29.23,0.0,0.0
4,6,23,0,0,28.48,4.11,0.0,28.48,0.0,0.0
4,7,0,0,0,27.76,3.99,0.0,27.76,0.0,0.0
4,7,1,0,0,27.06,3.86,0.0,27.06,0.0,0.0
4,7,2,0,0,26.38,3.43,0.0,26.38,0.0,0.0
4,7,3,0,0,25.71,3.0,0.0,25.71,0.0,0.0
4,7,4,0,0,25.21,2.67,0.0,25.21,0.0,0.0
4,7,5,0,0,24.72,2.39,0.0,24.72,0.0,0.0
4,7,6,0,20,26.2,2.14,18.157,25.084,62.434,39.032
4,7,7,0,91,29.03,1.69,83.091,29.827,279.35,251.731
4,7,8,0,79,33.22,1.72,72.068,34.1,237.312,210.541
4,7,9,0,143,36.34,1.82,131.343,38.883,422.336,391.718
4,7,10,28,306,37.6,1.58,318.11,45.553,988.425,944.224
4,7,11,1,151,38.48,1.33,140.278,42.516,442.829,411.766
4,7,12,1,159,38.85,1.14,147.947,42.608,466.819,435.233
4,7,13,1,152,38.87,0.91,141.198,42.676,445.37,414.252
4,7,14,9,264,38.99,0.69,253.223,46.593,782.627,743.68
4,7,15,33,299,38.46,0.46,308.783,49.021,941.383,898.414
4,7,16,16,197,36.15,0.33,189.722,43.465,594.599,560.136
4,7,17,0,41,33.13,0.59,37.292,33.756,123.005,98.466
4,7,18,0,6,30.81,1.16,5.434,29.443,18.302,0.0
4,7,19,0,0,29.92,1.5,0.0,29.92,0.0,0.0
4,7,20,0,0,29.23,1.54,0.0,29.23,0.0,0.0
4,7,21,0,0,28.68,1.32,0.0,28.68,0.0,0.0
4,7,22,0,0,28.37,0.92,0.0,28.37,0.0,0.0
4,7,23,0,0,28.02,0.5,0.0,28.02,0.0,0.0
4,8,0,0,0,27.55,0.68,0.0,27.55,0.0,0.0
4,8,1,0,0,27.05,1.23,0.0,27.05,0.0,0.0
4,8,2,0,0,26.36,1.66,0.0,26.36,0.0,0.0
4,8,3,0,0,25.73,1.88,0.0,25.73,0.0,0.0
4,8,4,0,0,25.12,1.91,0.0,25.12,0.0,0.0
4,8,5,0,0,24.47,1.89,0.0,24.47,0.0,0.0
4,8,6,0,19,25.9,1.81,17.266,24.702,59.477,36.129
4,8,7,130,140,29.3,1.42,165.458,32.529,524.027,491.169
4,8,8,415,222,33.89,1.22,426.46,45.477,1291.284,1238.694
4,8,9,575,248,36.16,1.5,662.306,54.237,1950.667,1877.111
4,8,10,664,265,37.79,1.8,854.456,60.392,2446.743,2354.971
4,8,11,701,283,38.9,2.09,977.156,63.944,2745.667,2641.906
4,8,12,712,289,39.46,2.33,1018.191,64.979,2844.373,2736.487
4,8,13,612,362,39.23,2.53,966.193,63.138,2727.457,2624.448
4,8,14,0,141,38.42,2.5,129.676,43.085,408.167,377.853
4,8,15,0,112,37.03,2.33,102.544,38.868,329.76,301.103
4,8,16,0,83,35.08,2.14,75.732,36.126,246.894,219.931
4,8,17,0,42,32.58,2.03,38.205,32.473,126.809,102.197
4,8,18,0,7,30.15,2.23,6.341,29.01,21.403,0.0
4,8,19,0,0,29.21,2.63,0.0,29.21,0.0,0.0
4,8,20,0,0,28.31,2.95,0.0,28.31,0.0,0.0
4,8,21,0,0,27.38,3.03,0.0,27.38,0.0,0.0
4,8,22,0,0,26.79,2.92,0.0,26.79,0.0,0.0
4,8,23,0,0,26.26,2.76,0.0,26.26,0.0,0.0
4,9,0,0,0,25.65,2.62,0.0,25.65,0.0,0.0
4,9,1,0,0,25.2,2.56,0.0,25.2,0.0,0.0
4,9,2,0,0,24.66,2.56,0.0,24.66,0.0,0.0
4,9,3,0,0,24.19,2.61,0.0,24.19,0.0,0.0
4,9,4,0,0,23.64,2.63,0.0,23.64,0.0,0.0
4,9,5,0,0,23.26,2.59,0.0,23.26,0.0,0.0
4,9,6,0,22,24.58,2.43,20.006,23.524,69.298,45.768
4,9,7,259,134,27.24,1.93,196.079,31.0,605.383,570.671
4,9,8,456,203,32.01,1.59,433.125,43.146,1324.561,1271.002
4,9,9,577,249,35.36,0.76,664.424,56.227,1935.711,1862.672
4,9,10,665,265,37.81,0.39,854.773,66.96,2357.0,2268.679
4,9,11,701,284,38.9,0.92,977.23,68.791,2669.3,2568.674
4,9,12,712,289,39.26,1.46,1017.02,67.862,2793.699,2687.941
4,9,13,700,283,38.85,1.97,972.313,64.575,2722.056,2619.27
4,9,14,662,264,37.6,2.22,845.771,59.574,2432.631,2341.406
4,9,15,571,247,36.58,2.3,651.597,53.562,1924.942,1852.273
4,9,16,448,200,34.63,2.26,419.768,45.681,1264.33,1212.518
4,9,17,244,130,32.22,2.16,184.31,36.876,551.576,518.098
4,9,18,0,11,29.77,2.1,9.975,29.15,33.646,10.774
4,9,19,0,0,28.82,2.25,0.0,28.82,0.0,0.0
4,9,20,0,0,27.9,2.56,0.0,27.9,0.0,0.0
4,9,21,0,0,27.01,2.84,0.0,27.01,0.0,0.0
4,9,22,0,0,26.1,3.02,0.0,26.1,0.0,0.0
4,9,23,0,0,25.26,3.12,0.0,25.26,0.0,0.0
4,10,0,0,0,24.57,3.15,0.0,24.57,0.0,0.0
4,10,1,0,0,23.96,3.05,0.0,23.96,0.0,0.0
4,10,2,0,0,23.4,2.87,0.0,23.4,0.0,0.0
4,10,3,0,0,22.93,2.66,0.0,22.93,0.0,0.0
4,10,4,0,0,22.5,2.41,0.0,22.5,0.0,0.0
4,10,5,0,0,22.28,2.1,0.0,22.28,0.0,0.0
4,10,6,5,26,24.16,1.78,23.732,23.088,81.864,58.101
4,10,7,263,136,27.94,1.26,198.982,32.243,610.709,575.873
4,10,8,458,204,33.01,1.64,435.005,44.124,1323.721,1270.187
4,10,9,578,249,35.67,1.85,664.845,52.919,1972.235,1897.931
4,10,10,666,266,37.56,2.01,856.005,59.586,2462.295,2369.918
4,10,11,702,283,38.8,2.14,976.312,63.678,2747.469,2643.634
4,10,12,713,289,39.44,2.26,1016.81,65.136,2837.922,2730.308
4,10,13,672,308,39.47,2.31,967.907,64.014,2718.489,2615.85
4,10,14,483,335,38.74,2.42,758.973,58.187,2200.601,2118.13
4,10,15,479,273,37.31,2.59,611.316,52.571,1817.093,1748.083
4,10,16,449,196,35.36,2.74,415.448,45.554,1251.411,1199.969
4,10,17,246,130,32.91,2.77,184.167,37.162,549.838,516.398
4,10,18,0,12,30.2,2.73,10.885,29.627,36.63,13.703
4,10,19,0,0,29.18,2.86,0.0,29.18,0.0,0.0
4,10,20,0,0,28.24,2.77,0.0,28.24,0.0,0.0
4,10,21,0,0,27.41,2.49,0.0,27.41,0.0,0.0
4,10,22,0,0,26.65,2.13,0.0,26.65,0.0,0.0
4,10,23,0,0,26.12,1.71,0.0,26.12,0.0,0.0
4,11,0,0,0,25.71,1.25,0.0,25.71,0.0,0.0
4,11,1,0,0,25.29,0.82,0.0,25.29,0.0,0.0
4,11,2,0,0,24.99,0.41,0.0,24.99,0.0,0.0
4,11,3,0,0,24.49,0.34,0.0,24.49,0.0,0.0
4,11,4,0,0,23.84,0.79,0.0,23.84,0.0,0.0
4,11,5,0,0,23.26,1.31,0.0,23.26,0.0,0.0
4,11,6,10,28,24.72,1.8,25.581,23.728,87.535,63.665
4,11,7,267,136,28.46,1.97,200.038,32.353,613.207,578.314
4,11,8,461,204,33.36,2.04,436.436,43.887,1329.664,1275.955
4,11,9,580,249,37.66,2.8,665.949,53.054,1974.058,1899.69
4,11,10,667,266,39.65,3.11,856.26,59.126,2469.372,2376.719
4,11,11,703,284,40.75,3.3,977.281,62.755,2764.761,2660.209
4,11,12,713,290,41.18,3.39,1016.543,64.032,2855.321,2746.972
4,11,13,701,282,41.03,3.5,969.542,62.782,2742.343,2638.72
4,11,14,663,264,40.22,3.51,843.792,59.307,2430.409,2339.27
4,11,15,573,247,38.96,3.4,650.374,53.958,1916.799,1844.41
4,11,16,450,201,37.07,3.25,419.554,46.889,1255.054,1203.509
4,11,17,248,131,34.51,2.86,184.944,38.778,547.42,514.036
4,11,18,0,20,31.54,2.52,18.18,31.197,60.718,37.348
4,11,19,0,0,30.42,2.29,0.0,30.42,0.0,0.0
4,11,20,0,0,29.55,2.22,0.0,29.55,0.0,0.0
4,11,21,0,0,28.65,2.34,0.0,28.65,0.0,0.0
4,11,22,0,0,27.8,2.38,0.0,27.8,0.0,0.0
4,11,23,0,0,27.03,2.29,0.0,27.03,0.0,0.0
4,12,0,0,0,26.4,2.19,0.0,26.4,0.0,0.0
4,12,1,0,0,25.7,2.21,0.0,25.7,0.0,0.0
4,12,2,0,0,25.26,1.97,0.0,25.26,0.0,0.0
4,12,3,0,0,24.98,1.56,0.0,24.98,0.0,0.0
4,12,4,0,0,24.63,1.28,0.0,24.63,0.0,0.0
4,12,5,0,0,24.43,1.13,0.0,24.43,0.0,0.0
4,12,6,0,25,25.83,1.09,22.736,24.658,78.338,54.641
4,12,7,224,144,29.13,1.08,195.894,33.522,604.291,569.604
4,12,8,463,206,34.09,0.91,439.22,46.934,1317.281,1263.934
4,12,9,581,251,38.94,0.68,668.253,60.226,1904.011,1832.06
4,12,10,668,266,41.23,0.87,856.484,67.493,2354.321,2266.102
4,12,11,703,284,42.45,1.23,976.301,70.581,2638.473,2539.099
4,12,12,713,288,42.81,1.61,1013.363,70.54,2739.749,2636.233
4,12,13,701,281,42.42,2.02,967.17,67.727,2658.312,2558.134
4,12,14,664,264,41.54,2.39,843.207,62.904,2379.697,2290.509
4,12,15,573,248,40.05,2.64,650.024,56.274,1891.462,1819.939
4,12,16,451,201,38.06,2.8,418.979,48.377,1243.185,1191.979
4,12,17,250,131,35.24,2.74,184.805,39.589,544.258,510.945
4,12,18,0,16,32.22,2.72,14.528,31.81,48.378,25.235
4,12,19,0,0,31.03,2.74,0.0,31.03,0.0,0.0
4,12,20,0,0,30.04,2.68,0.0,30.04,0.0,0.0
4,12,21,0,0,29.13,2.55,0.0,29.13,0.0,0.0
4,12,22,0,0,28.36,2.35,0.0,28.36,0.0,0.0
4,12,23,0,0,27.78,2.12,0.0,27.78,0.0,0.0
4,13,0,0,0,27.21,1.94,0.0,27.21,0.0,0.0
4,13,1,0,0,26.76,1.82,0.0,26.76,0.0,0.0
4,13,2,0,0,26.21,1.69,0.0,26.21,0.0,0.0
4,13,3,0,0,25.66,1.6,0.0,25.66,0.0,0.0
4,13,4,0,0,25.15,1.58,0.0,25.15,0.0,0.0
4,13,5,0,0,24.71,1.59,0.0,24.71,0.0,0.0
4,13,6,10,31,26.29,1.65,28.037,25.412,95.33,71.314
4,13,7,246,145,30.12,1.59,202.641,34.363,619.897,584.849
4,13,8,371,230,35.08,1.31,411.298,46.204,1243.455,1192.241
4,13,9,554,271,39.79,1.03,667.966,59.458,1912.091,1839.863
4,13,10,493,341,42.2,0.59,776.214,67.77,2130.781,2050.853
4,13,11,656,328,43.56,0.15,971.63,77.518,2516.913,2422.395
4,13,12,488,396,44.1,0.33,895.264,75.622,2346.904,2258.966
4,13,13,516,349,43.85,0.65,855.449,71.985,2292.424,2206.543
4,13,14,457,345,42.73,0.85,742.668,66.683,2051.398,1974.313
4,13,15,285,339,41.25,1.2,531.829,57.813,1539.408,1479.363
4,13,16,30,221,39.29,1.66,218.028,45.828,673.898,637.58
4,13,17,31,124,36.13,1.89,121.032,38.826,383.322,353.539
4,13,18,0,22,33.13,2.08,20.007,32.709,66.331,42.857
4,13,19,0,0,32.08,2.37,0.0,32.08,0.0,0.0
4,13,20,0,0,31.17,2.63,0.0,31.17,0.0,0.0
4,13,21,0,0,30.12,2.63,0.0,30.12,0.0,0.0
4,13,22,0,0,29.28,2.53,0.0,29.28,0.0,0.0
4,13,23,0,0,28.65,2.35,0.0,28.65,0.0,0.0
4,14,0,0,0,28.13,2.17,0.0,28.13,0.0,0.0
4,14,1,0,0,27.6,1.99,0.0,27.6,0.0,0.0
4,14,2,0,0,27.36,1.57,0.0,27.36,0.0,0.0
4,14,3,0,0,27.02,1.15,0.0,27.02,0.0,0.0
4,14,4,0,0,26.52,1.05,0.0,26.52,0.0,0.0
4,14,5,0,0,25.9,1.4,0.0,25.9,0.0,0.0
4,14,6,15,34,27.08,1.85,30.604,26.355,103.256,79.091
4,14,7,263,145,30.48,1.96,207.16,34.635,630.775,595.473
4,14,8,467,208,35.41,1.94,442.864,46.286,1332.855,1279.053
4,14,9,584,251,39.53,2.02,669.636,56.491,1948.056,1874.59
4,14,10,669,267,42.04,1.98,856.926,64.083,2402.662,2312.594
4,14,11,704,285,43.64,1.97,976.167,68.893,2664.72,2564.281
4,14,12,702,293,44.36,1.99,1004.717,70.465,2717.576,2614.974
4,14,13,688,288,44.25,2.01,958.614,69.315,2610.141,2511.91
4,14,14,624,288,43.43,1.92,828.016,65.674,2299.839,2213.679
4,14,15,550,256,41.91,1.83,639.214,59.609,1825.892,1756.587
4,14,16,468,194,39.76,1.82,418.547,51.525,1219.249,1168.725
4,14,17,254,132,36.47,1.82,185.447,41.545,539.965,506.749
4,14,18,6,23,33.43,1.87,21.035,33.259,69.216,45.688
4,14,19,0,0,32.39,1.92,0.0,32.39,0.0,0.0
4,14,20,0,0,31.45,2.02,0.0,31.45,0.0,0.0
4,14,21,0,0,30.43,2.17,0.0,30.43,0.0,0.0
4,14,22,0,0,29.39,2.42,0.0,29.39,0.0,0.0
4,14,23,0,0,28.32,2.79,0.0,28.32,0.0,0.0
4,15,0,0,0,27.34,3.24,0.0,27.34,0.0,0.0
4,15,1,0,0,26.36,3.65,0.0,26.36,0.0,0.0
4,15,2,0,0,25.46,3.89,0.0,25.46,0.0,0.0
4,15,3,0,0,24.78,3.92,0.0,24.78,0.0,0.0
4,15,4,0,0,24.24,3.82,0.0,24.24,0.0,0.0
4,15,5,0,0,23.9,3.62,0.0,23.9,0.0,0.0
4,15,6,17,36,25.85,3.35,32.234,25.265,109.254,84.975
4,15,7,266,146,29.53,2.82,208.84,33.302,639.976,604.459
4,15,8,469,208,34.59,3.13,443.728,44.077,1350.839,1296.508
4,15,9,585,252,37.9,3.46,670.9,52.46,1995.138,1920.035
4,15,10,670,267,40.04,3.49,857.062,58.873,2475.104,2382.227
4,15,11,704,285,41.37,3.54,975.101,62.861,2756.874,2652.648
4,15,12,714,291,42.08,3.57,1013.309,64.489,2838.698,2731.051
4,15,13,702,284,42.13,3.53,966.631,63.741,2719.029,2616.367
4,15,14,664,265,41.42,3.43,839.777,60.543,2401.767,2311.733
4,15,15,575,248,40.16,3.24,647.456,55.32,1893.285,1821.701
4,15,16,453,202,38.22,3.08,417.719,48.184,1239.676,1188.571
4,15,17,244,131,35.77,2.94,181.508,39.942,533.606,500.533
4,15,18,7,24,32.92,2.89,21.837,32.701,72.049,48.468
4,15,19,0,0,31.73,3.02,0.0,31.73,0.0,0.0
4,15,20,0,0,30.79,3.21,0.0,30.79,0.0,0.0
4,15,21,0,0,29.86,3.45,0.0,29.86,0.0,0.0
4,15,22,0,0,29.0,3.67,0.0,29.0,0.0,0.0
4,15,23,0,0,28.11,3.8,0.0,28.11,0.0,0.0
4,16,0,0,0,27.22,3.85,0.0,27.22,0.0,0.0
4,16,1,0,0,26.4,3.82,0.0,26.4,0.0,0.0
4,16,2,0,0,25.59,3.61,0.0,25.59,0.0,0.0
4,16,3,0,0,24.85,3.28,0.0,24.85,0.0,0.0
4,16,4,0,0,24.27,2.88,0.0,24.27,0.0,0.0
4,16,5,0,0,23.93,2.5,0.0,23.93,0.0,0.0
4,16,6,20,38,26.04,2.16,33.865,25.407,114.572,90.193
4,16,7,270,148,29.78,1.55,211.696,34.316,645.511,609.864
4,16,8,471,209,34.93,1.37,445.507,46.898,1336.551,1282.64
4,16,9,587,252,38.02,1.88,671.887,55.376,1966.601,1892.492
4,16,10,671,267,39.82,2.35,857.169,60.944,2446.73,2354.958
4,16,11,705,285,41.06,2.77,974.963,64.161,2735.984,2632.624
4,16,12,715,291,41.67,3.09,1012.938,65.068,2828.169,2720.966
4,16,13,702,284,41.64,3.32,965.146,63.636,2716.452,2613.897
4,16,14,665,265,41.02,3.44,839.15,60.115,2405.686,2315.501
4,16,15,576,248,39.7,3.49,646.827,54.487,1899.87,1828.06
4,16,16,454,203,37.8,3.47,418.084,47.372,1245.782,1194.503
4,16,17,258,133,35.39,3.32,186.097,39.469,546.799,513.429
4,16,18,2,24,32.51,3.23,21.856,32.282,72.521,48.932
4,16,19,0,0,31.29,3.43,0.0,31.29,0.0,0.0
4,16,20,0,0,30.3,3.52,0.0,30.3,0.0,0.0
4,16,21,0,0,29.32,3.55,0.0,29.32,0.0,0.0
4,16,22,0,0,28.49,3.6,0.0,28.49,0.0,0.0
4,16,23,0,0,27.74,3.78,0.0,27.74,0.0,0.0
4,17,0,0,0,27.03,4.01,0.0,27.03,0.0,0.0
4,17,1,0,0,26.31,4.2,0.0,26.31,0.0,0.0
4,17,2,0,0,25.55,4.17,0.0,25.55,0.0,0.0
4,17,3,0,0,24.83,3.98,0.0,24.83,0.0,0.0
4,17,4,0,0,24.17,3.73,0.0,24.17,0.0,0.0
4,17,5,0,0,23.73,3.45,0.0,23.73,0.0,0.0
4,17,6,22,40,25.59,3.01,35.437,25.052,120.062,95.579
4,17,7,273,149,29.17,2.32,213.367,33.275,653.842,617.999
4,17,8,473,209,34.63,2.71,446.338,44.611,1355.049,1300.593
4,17,9,588,252,37.74,2.5,672.144,53.812,1984.193,1909.472
4,17,10,671,268,40.02,2.34,857.329,61.169,2444.052,2352.384
4,17,11,705,286,41.5,2.32,974.796,65.741,2710.601,2608.286
4,17,12,715,291,42.22,2.42,1011.561,67.24,2788.787,2683.234
4,17,13,702,284,42.29,2.56,963.648,65.964,2675.948,2575.052
4,17,14,650,276,41.76,2.71,835.294,62.185,2366.727,2278.035
4,17,15,555,255,40.34,2.85,637.822,55.902,1859.176,1788.75
4,17,16,412,223,38.31,2.91,412.061,48.316,1224.724,1174.045
4,17,17,123,142,35.82,2.88,159.557,39.502,487.664,455.618
4,17,18,0,17,32.94,2.86,15.438,32.514,51.233,28.037
4,17,19,0,0,31.77,2.97,0.0,31.77,0.0,0.0
4,17,20,0,0,30.83,3.06,0.0,30.83,0.0,0.0
4,17,21,0,0,30.04,3.14,0.0,30.04,0.0,0.0
4,17,22,0,0,29.24,3.24,0.0,29.24,0.0,0.0
4,17,23,0,0,28.62,3.34,0.0,28.62,0.0,0.0
4,18,0,0,0,27.96,3.4,0.0,27.96,0.0,0.0
4,18,1,0,0,27.23,3.42,0.0,27.23,0.0,0.0
4,18,2,0,0,26.64,3.33,0.0,26.64,0.0,0.0
4,18,3,0,0,26.1,3.21,0.0,26.1,0.0,0.0
4,18,4,0,0,25.59,3.1,0.0,25.59,0.0,0.0
4,18,5,0,0,25.3,2.97,0.0,25.3,0.0,0.0
4,18,6,25,42,27.46,2.79,37.009,26.988,124.148,99.587
4,18,7,228,152,31.2,2.22,203.813,35.169,624.971,589.805
4,18,8,436,219,36.47,2.19,436.671,46.843,1312.597,1259.387
4,18,9,570,260,39.87,2.05,666.592,56.675,1937.499,1864.398
4,18,10,640,288,42.03,1.54,848.529,65.243,2363.28,2274.719
4,18,11,703,283,43.51,1.11,968.89,71.951,2596.904,2499.205
4,18,12,715,291,44.15,0.89,1010.163,75.124,2656.17,2556.079
4,18,13,703,284,43.96,0.98,963.081,73.395,2558.665,2462.493
4,18,14,665,265,43.04,1.26,836.187,67.857,2292.552,2206.666
4,18,15,548,268,41.51,1.49,644.072,60.329,1831.887,1762.381
4,18,16,363,225,39.36,1.64,389.636,50.75,1145.388,1096.936
4,18,17,242,140,36.65,1.75,187.362,41.755,547.39,514.006
4,18,18,0,24,33.77,1.9,21.833,33.64,72.057,48.476
4,18,19,0,0,32.7,2.12,0.0,32.7,0.0,0.0
4,18,20,0,0,31.82,2.42,0.0,31.82,0.0,0.0
4,18,21,0,0,30.84,2.7,0.0,30.84,0.0,0.0
4,18,22,0,0,29.92,2.91,0.0,29.92,0.0,0.0
4,18,23,0,0,29.1,3.05,0.0,29.1,0.0,0.0
4,19,0,0,0,28.41,3.09,0.0,28.41,0.0,0.0
4,19,1,0,0,27.74,3.04,0.0,27.74,0.0,0.0
4,19,2,0,0,27.25,3.0,0.0,27.25,0.0,0.0
4,19,3,0,0,26.78,2.96,0.0,26.78,0.0,0.0
4,19,4,0,0,26.38,2.91,0.0,26.38,0.0,0.0
4,19,5,0,0,26.2,2.87,0.0,26.2,0.0,0.0
4,19,6,27,44,28.35,2.78,38.523,27.96,128.63,103.984
4,19,7,280,151,32.2,2.3,216.965,36.492,654.093,618.244
4,19,8,494,201,37.36,1.84,449.114,48.601,1333.949,1280.114
4,19,9,588,253,40.91,1.45,672.131,59.398,1923.875,1851.243
4,19,10,672,269,43.0,1.33,857.487,67.194,2361.05,2272.574
4,19,11,706,286,44.35,1.48,973.436,71.266,2619.848,2521.227
4,19,12,715,291,44.9,1.73,1008.747,71.975,2703.785,2601.75
4,19,13,703,284,44.79,1.97,961.559,70.043,2606.683,2508.591
4,19,14,666,266,44.01,2.02,836.479,66.151,2316.291,2229.513
4,19,15,577,249,42.63,1.91,644.537,60.269,1832.845,1763.307
4,19,16,457,203,40.6,1.71,416.434,52.547,1206.004,1155.855
4,19,17,261,133,37.82,1.46,185.046,43.295,532.107,499.068
4,19,18,2,26,34.89,1.39,23.534,34.898,77.192,53.516
4,19,19,0,0,33.89,1.71,0.0,33.89,0.0,0.0
4,19,20,0,0,33.09,2.03,0.0,33.09,0.0,0.0
4,19,21,0,0,32.31,2.21,0.0,32.31,0.0,0.0
4,19,22,0,0,31.44,2.29,0.0,31.44,0.0,0.0
4,19,23,0,0,30.59,2.28,0.0,30.59,0.0,0.0
4,20,0,0,0,29.85,2.16,0.0,29.85,0.0,0.0
4,20,1,0,0,29.19,1.96,0.0,29.19,0.0,0.0
4,20,2,0,0,28.66,1.56,0.0,28.66,0.0,0.0
4,20,3,0,0,28.1,1.08,0.0,28.1,0.0,0.0
4,20,4,0,0,27.73,0.61,0.0,27.73,0.0,0.0
4,20,5,0,0,27.43,0.17,0.0,27.43,0.0,0.0
4,20,6,30,46,28.83,0.27,40.034,28.168,133.481,108.742
4,20,7,283,152,32.4,0.53,218.62,38.432,652.627,616.813
4,20,8,496,201,38.15,0.76,449.903,51.883,1313.055,1259.831
4,20,9,591,254,41.75,1.15,674.687,61.266,1910.929,1838.742
4,20,10,673,269,43.88,1.36,857.485,67.941,2350.665,2262.585
4,20,11,652,334,45.26,1.48,965.587,71.955,2587.994,2490.652
4,20,12,301,467,45.75,1.51,765.911,67.806,2104.58,2025.596
4,20,13,309,437,45.49,1.57,729.751,65.916,2027.211,1950.981
4,20,14,288,415,44.47,1.78,653.496,62.358,1851.217,1781.06
4,20,15,528,283,42.85,2.13,641.989,59.445,1835.291,1765.671
4,20,16,458,203,40.67,2.57,415.899,51.216,1212.728,1162.389
4,20,17,265,135,38.12,2.97,187.205,42.467,540.343,507.118
4,20,18,0,23,35.24,3.32,20.917,35.09,68.542,45.027
4,20,19,0,0,34.08,3.76,0.0,34.08,0.0,0.0
4,20,20,0,0,33.14,4.09,0.0,33.14,0.0,0.0
4,20,21,0,0,32.22,4.36,0.0,32.22,0.0,0.0
4,20,22,0,0,31.35,4.61,0.0,31.35,0.0,0.0
4,20,23,0,0,30.49,4.83,0.0,30.49,0.0,0.0
4,21,0,0,0,29.55,5.0,0.0,29.55,0.0,0.0
4,21,1,0,0,28.6,5.09,0.0,28.6,0.0,0.0
4,21,2,0,0,27.65,5.09,0.0,27.65,0.0,0.0
4,21,3,0,0,26.71,4.9,0.0,26.71,0.0,0.0
4,21,4,0,0,25.9,4.61,0.0,25.9,0.0,0.0
4,21,5,0,0,25.38,4.28,0.0,25.38,0.0,0.0
4,21,6,32,48,27.09,3.81,41.49,26.772,139.283,114.433
4,21,7,287,153,30.76,3.11,220.541,34.744,670.317,634.085
4,21,8,498,202,36.17,3.01,451.606,45.995,1359.789,1305.193
4,21,9,593,253,40.02,2.58,674.604,56.01,1967.514,1893.374
4,21,10,673,269,42.43,1.92,856.601,64.643,2393.821,2304.093
4,21,11,706,286,44.05,1.51,971.031,70.798,2620.682,2522.026
4,21,12,716,291,44.81,1.26,1006.842,73.777,2669.312,2568.686
4,21,13,703,285,44.8,1.14,959.433,73.28,2550.663,2454.809
4,21,14,666,266,43.96,1.11,833.501,69.325,2265.173,2180.312
4,21,15,578,249,42.54,1.08,642.625,62.748,1801.477,1732.989
4,21,16,459,204,40.41,1.07,416.293,53.91,1196.07,1146.201
4,21,17,267,136,37.54,1.15,187.999,43.509,539.489,506.284
4,21,18,11,29,34.56,1.48,25.726,34.615,84.498,60.685
4,21,19,0,0,33.51,1.82,0.0,33.51,0.0,0.0
