Month,Day,Hour,BI,DI,AT,WS,PAI,CT,DCO,ACO
1,1,0,0,0,9.42,0.94,0.0,9.42,0.0,0.0
1,1,1,0,0,9.12,0.9,0.0,9.12,0.0,0.0
1,1,2,0,0,8.69,1.05,0.0,8.69,0.0,0.0
1,1,3,0,0,8.25,1.33,0.0,8.25,0.0,0.0
1,1,4,0,0,7.77,1.59,0.0,7.77,0.0,0.0
1,1,5,0,0,7.23,1.81,0.0,7.23,0.0,0.0
1,1,6,0,0,6.9,1.96,0.0,6.9,0.0,0.0
1,1,7,0,13,8.71,2.04,11.8,6.914,44.043,20.98
1,1,8,416,95,11.85,1.66,312.542,18.829,1059.547,1013.446
1,1,9,625,128,16.03,1.58,569.226,31.419,1873.394,1802.486
1,1,10,726,148,19.37,1.78,768.492,40.231,2445.021,2353.316
1,1,11,777,157,21.08,1.81,893.657,45.554,2774.053,2669.115
1,1,12,792,160,21.81,1.91,936.158,47.314,2880.84,2771.408
1,1,13,777,157,21.75,2.08,893.56,45.762,2770.748,2665.947
1,1,14,726,148,20.91,2.36,768.31,41.011,2434.762,2343.455
1,1,15,625,128,19.39,2.64,568.988,33.826,1850.707,1780.567
1,1,16,416,94,16.6,2.75,311.241,24.166,1029.147,983.863
1,1,17,0,6,13.94,2.9,5.434,13.166,19.734,0.0
1,1,18,0,0,12.91,2.97,0.0,12.91,0.0,0.0
1,1,19,0,0,12.04,2.93,0.0,12.04,0.0,0.0
1,1,20,0,0,11.28,2.77,0.0,11.28,0.0,0.0
1,1,21,0,0,10.66,2.55,0.0,10.66,0.0,0.0
1,1,22,0,0,10.12,2.35,0.0,10.12,0.0,0.0
1,1,23,0,0,9.66,2.16,0.0,9.66,0.0,0.0
1,2,0,0,0,9.27,2.01,0.0,9.27,0.0,0.0
1,2,1,0,0,8.89,1.92,0.0,8.89,0.0,0.0
1,2,2,0,0,8.63,1.74,0.0,8.63,0.0,0.0
1,2,3,0,0,8.46,1.58,0.0,8.46,0.0,0.0
1,2,4,0,0,8.13,1.54,0.0,8.13,0.0,0.0
1,2,5,0,0,7.78,1.58,0.0,7.78,0.0,0.0
1,2,6,0,0,7.38,1.67,0.0,7.38,0.0,0.0
1,2,7,0,16,8.98,1.7,14.537,7.175,54.198,30.948
1,2,8,76,103,11.98,1.52,145.831,14.19,518.371,485.641
1,2,9,14,161,15.77,1.78,166.438,19.03,587.996,553.685
1,2,10,10,214,18.34,2.1,216.313,22.866,751.438,713.255
1,2,11,29,287,19.84,2.05,309.383,27.049,1053.897,1007.948
1,2,12,13,263,20.63,2.1,268.238,27.008,913.997,871.737
1,2,13,18,247,20.72,2.23,256.26,26.539,875.079,833.815
1,2,14,129,274,20.08,2.33,393.971,29.274,1326.305,1272.694
1,2,15,256,193,18.75,2.39,390.591,28.19,1312.903,1259.684
1,2,16,52,99,16.33,2.34,129.409,19.119,451.666,420.411
1,2,17,0,6,14.07,2.39,5.434,12.726,19.772,0.0
1,2,18,0,0,13.36,2.51,0.0,13.36,0.0,0.0
1,2,19,0,0,12.71,2.63,0.0,12.71,0.0,0.0
1,2,20,0,0,12.11,2.6,0.0,12.11,0.0,0.0
1,2,21,0,0,11.54,2.45,0.0,11.54,0.0,0.0
1,2,22,0,0,11.05,2.26,0.0,11.05,0.0,0.0
1,2,23,0,0,10.59,2.13,0.0,10.59,0.0,0.0
1,3,0,0,0,10.17,2.12,0.0,10.17,0.0,0.0
1,3,1,0,0,9.76,2.2,0.0,9.76,0.0,0.0
1,3,2,0,0,9.36,2.24,0.0,9.36,0.0,0.0
1,3,3,0,0,8.98,2.19,0.0,8.98,0.0,0.0
1,3,4,0,0,8.64,2.09,0.0,8.64,0.0,0.0
1,3,5,0,0,8.36,1.94,0.0,8.36,0.0,0.0
1,3,6,0,0,8.22,1.75,0.0,8.22,0.0,0.0
1,3,7,0,16,10.04,1.48,14.538,8.172,53.964,30.719
1,3,8,409,92,12.98,1.07,304.762,20.501,1024.415,979.258
1,3,9,496,156,16.9,0.82,512.229,32.952,1675.763,1611.398
1,3,10,610,204,20.35,0.91,732.147,43.339,2293.708,2207.779
1,3,11,255,319,21.86,1.31,579.02,39.707,1853.084,1782.864
1,3,12,687,229,22.46,1.85,911.003,46.599,2814.192,2707.575
1,3,13,778,158,22.36,2.37,897.138,45.482,2786.013,2680.576
1,3,14,728,148,21.58,2.63,772.011,41.095,2445.728,2353.995
1,3,15,622,131,20.12,2.8,572.29,34.349,1857.477,1787.109
1,3,16,411,94,17.5,2.89,310.396,24.914,1023.873,978.73
1,3,17,0,7,14.89,3.11,6.342,14.15,22.928,0.251
1,3,18,0,0,13.86,3.31,0.0,13.86,0.0,0.0
1,3,19,0,0,12.88,3.36,0.0,12.88,0.0,0.0
1,3,20,0,0,11.97,3.4,0.0,11.97,0.0,0.0
1,3,21,0,0,11.1,3.45,0.0,11.1,0.0,0.0
1,3,22,0,0,10.29,3.53,0.0,10.29,0.0,0.0
1,3,23,0,0,9.55,3.6,0.0,9.55,0.0,0.0
1,4,0,0,0,8.93,3.66,0.0,8.93,0.0,0.0
1,4,1,0,0,8.37,3.72,0.0,8.37,0.0,0.0
1,4,2,0,0,7.81,3.66,0.0,7.81,0.0,0.0
1,4,3,0,0,7.33,3.61,0.0,7.33,0.0,0.0
1,4,4,0,0,6.9,3.55,0.0,6.9,0.0,0.0
1,4,5,0,0,6.52,3.51,0.0,6.52,0.0,0.0
1,4,6,0,0,6.22,3.47,0.0,6.22,0.0,0.0
1,4,7,0,15,8.09,3.37,13.625,6.646,50.912,27.723
1,4,8,225,105,11.47,2.87,229.25,15.404,798.084,758.754
1,4,9,196,193,15.16,2.35,341.089,22.914,1176.33,1127.016
1,4,10,623,203,19.03,2.94,741.078,35.897,2410.45,2320.082
1,4,11,778,157,20.62,2.82,894.586,42.166,2825.901,2718.792
1,4,12,794,160,21.39,2.69,939.295,44.617,2931.504,2819.906
1,4,13,779,158,21.35,2.7,898.857,43.736,2816.749,2710.025
1,4,14,730,148,20.63,2.72,774.69,40.036,2467.576,2374.993
1,4,15,631,128,19.09,2.61,576.372,33.78,1876.053,1805.055
1,4,16,428,96,15.87,2.29,321.246,24.239,1063.098,1016.901
1,4,17,0,8,13.28,2.24,7.25,12.591,26.394,3.654
1,4,18,0,0,12.42,2.28,0.0,12.42,0.0,0.0
1,4,19,0,0,11.57,2.4,0.0,11.57,0.0,0.0
1,4,20,0,0,10.7,2.73,0.0,10.7,0.0,0.0
1,4,21,0,0,9.83,2.96,0.0,9.83,0.0,0.0
1,4,22,0,0,9.02,3.0,0.0,9.02,0.0,0.0
1,4,23,0,0,8.29,2.92,0.0,8.29,0.0,0.0
1,5,0,0,0,7.68,2.78,0.0,7.68,0.0,0.0
1,5,1,0,0,7.13,2.64,0.0,7.13,0.0,0.0
1,5,2,0,0,6.65,2.4,0.0,6.65,0.0,0.0
1,5,3,0,0,6.28,2.2,0.0,6.28,0.0,0.0
1,5,4,0,0,5.89,2.15,0.0,5.89,0.0,0.0
1,5,5,0,0,5.47,2.24,0.0,5.47,0.0,0.0
1,5,6,0,0,5.14,2.34,0.0,5.14,0.0,0.0
1,5,7,0,15,7.07,2.31,13.625,5.397,51.188,27.994
1,5,8,413,94,10.66,1.81,307.562,17.35,1048.322,1002.523
1,5,9,602,131,14.48,1.3,552.178,30.181,1827.826,1758.456
1,5,10,689,155,18.34,1.35,745.029,40.048,2372.623,2283.706
1,5,11,727,172,20.32,1.06,865.691,47.224,2664.022,2563.612
1,5,12,771,167,21.48,0.79,926.364,51.98,2780.977,2675.75
1,5,13,757,164,21.78,0.66,886.676,52.244,2656.832,2556.714
1,5,14,646,171,21.21,0.67,732.344,47.097,2250.037,2165.739
1,5,15,602,134,19.57,0.66,561.8,39.867,1774.812,1707.21
1,5,16,427,96,16.24,0.69,321.529,28.144,1045.071,999.36
1,5,17,0,8,13.64,0.89,7.25,13.204,26.322,3.583
1,5,18,0,0,12.74,1.05,0.0,12.74,0.0,0.0
1,5,19,0,0,11.95,1.1,0.0,11.95,0.0,0.0
1,5,20,0,0,11.6,1.18,0.0,11.6,0.0,0.0
1,5,21,0,0,11.08,1.23,0.0,11.08,0.0,0.0
1,5,22,0,0,10.52,1.16,0.0,10.52,0.0,0.0
1,5,23,0,0,10.04,1.03,0.0,10.04,0.0,0.0
1,6,0,0,0,9.66,0.87,0.0,9.66,0.0,0.0
1,6,1,0,0,9.38,0.7,0.0,9.38,0.0,0.0
1,6,2,0,0,9.23,0.48,0.0,9.23,0.0,0.0
1,6,3,0,0,8.85,0.57,0.0,8.85,0.0,0.0
1,6,4,0,0,8.36,0.82,0.0,8.36,0.0,0.0
1,6,5,0,0,8.02,1.01,0.0,8.02,0.0,0.0
1,6,6,0,0,7.8,1.1,0.0,7.8,0.0,0.0
1,6,7,0,14,9.65,1.2,12.713,7.591,47.31,24.187
1,6,8,413,93,12.89,1.22,305.872,20.217,1028.52,983.253
1,6,9,601,132,16.13,1.04,552.099,32.609,1806.114,1737.471
1,6,10,689,156,20.47,0.75,745.81,44.836,2317.578,2230.751
1,6,11,752,165,23.55,0.53,880.454,53.789,2616.061,2517.592
1,6,12,724,184,24.94,0.76,901.978,54.759,2667.344,2566.798
1,6,13,712,179,25.15,0.94,863.476,52.926,2577.948,2481.007
1,6,14,712,153,24.46,1.02,767.761,49.099,2333.801,2246.36
1,6,15,635,130,22.88,0.88,583.353,42.705,1816.365,1747.38
1,6,16,436,97,19.53,0.45,327.602,32.735,1041.746,996.125
1,6,17,47,22,16.97,0.76,38.543,17.817,127.738,103.109
1,6,18,0,0,16.01,1.27,0.0,16.01,0.0,0.0
1,6,19,0,0,15.08,1.59,0.0,15.08,0.0,0.0
1,6,20,0,0,14.18,1.67,0.0,14.18,0.0,0.0
1,6,21,0,0,13.32,1.43,0.0,13.32,0.0,0.0
1,6,22,0,0,12.51,0.94,0.0,12.51,0.0,0.0
1,6,23,0,0,11.85,0.42,0.0,11.85,0.0,0.0
1,7,0,0,0,11.88,0.42,0.0,11.88,0.0,0.0
1,7,1,0,0,11.24,0.86,0.0,11.24,0.0,0.0
1,7,2,0,0,10.62,1.27,0.0,10.62,0.0,0.0
1,7,3,0,0,10.04,1.61,0.0,10.04,0.0,0.0
1,7,4,0,0,9.41,1.85,0.0,9.41,0.0,0.0
1,7,5,0,0,8.82,1.97,0.0,8.82,0.0,0.0
1,7,6,0,0,8.44,1.99,0.0,8.44,0.0,0.0
1,7,7,0,14,10.23,1.98,12.713,8.614,47.1,23.98
1,7,8,244,112,13.54,1.66,245.527,18.606,841.694,801.276
1,7,9,119,197,16.9,1.25,295.369,24.905,1011.328,966.52
1,7,10,110,263,21.64,1.27,364.657,31.845,1212.557,1162.223
1,7,11,602,236,23.64,1.41,819.938,46.251,2536.482,2441.191
1,7,12,703,191,24.36,1.7,890.524,49.151,2714.22,2611.757
1,7,13,691,185,24.2,2.08,851.842,46.968,2625.29,2526.448
1,7,14,702,162,23.29,2.41,770.269,43.122,2415.884,2325.306
1,7,15,584,139,21.59,2.63,557.526,35.736,1799.1,1730.691
1,7,16,374,100,18.08,2.67,302.352,25.475,998.789,954.313
1,7,17,0,11,15.19,2.83,9.977,14.526,36.01,13.094
1,7,18,0,0,14.05,2.8,0.0,14.05,0.0,0.0
1,7,19,0,0,13.14,2.64,0.0,13.14,0.0,0.0
1,7,20,0,0,12.4,2.51,0.0,12.4,0.0,0.0
1,7,21,0,0,11.73,2.43,0.0,11.73,0.0,0.0
1,7,22,0,0,11.09,2.39,0.0,11.09,0.0,0.0
1,7,23,0,0,10.52,2.37,0.0,10.52,0.0,0.0
1,8,0,0,0,10.0,2.35,0.0,10.0,0.0,0.0
1,8,1,0,0,9.52,2.34,0.0,9.52,0.0,0.0
1,8,2,0,0,9.0,2.42,0.0,9.0,0.0,0.0
1,8,3,0,0,8.5,2.51,0.0,8.5,0.0,0.0
1,8,4,0,0,8.06,2.5,0.0,8.06,0.0,0.0
1,8,5,0,0,7.72,2.44,0.0,7.72,0.0,0.0
1,8,6,0,0,7.47,2.36,0.0,7.47,0.0,0.0
1,8,7,0,8,9.52,2.25,7.251,7.71,26.969,4.218
1,8,8,278,105,13.2,1.86,251.839,18.271,861.292,820.379
1,8,9,440,158,16.53,1.29,475.787,29.788,1581.032,1519.686
1,8,10,532,207,20.51,1.42,672.02,39.628,2145.799,2065.327
1,8,11,712,199,22.69,1.62,880.97,47.16,2712.105,2609.729
1,8,12,780,167,23.62,1.55,936.299,50.383,2835.049,2727.555
1,8,13,767,162,23.7,1.52,896.062,49.737,2721.402,2618.643
1,8,14,724,152,22.89,1.66,778.587,45.3,2414.614,2324.085
1,8,15,621,135,21.17,1.89,581.407,37.519,1859.419,1788.985
1,8,16,370,104,17.59,2.07,305.423,25.85,1008.265,963.538
1,8,17,0,10,14.86,2.26,9.067,14.194,32.774,9.918
1,8,18,0,0,13.85,2.31,0.0,13.85,0.0,0.0
1,8,19,0,0,12.97,2.2,0.0,12.97,0.0,0.0
1,8,20,0,0,12.29,2.0,0.0,12.29,0.0,0.0
1,8,21,0,0,11.94,1.71,0.0,11.94,0.0,0.0
1,8,22,0,0,11.37,1.41,0.0,11.37,0.0,0.0
1,8,23,0,0,10.88,1.15,0.0,10.88,0.0,0.0
1,9,0,0,0,10.42,0.99,0.0,10.42,0.0,0.0
1,9,1,0,0,10.0,0.94,0.0,10.0,0.0,0.0
1,9,2,0,0,9.52,1.06,0.0,9.52,0.0,0.0
1,9,3,0,0,9.02,1.34,0.0,9.02,0.0,0.0
1,9,4,0,0,8.55,1.61,0.0,8.55,0.0,0.0
1,9,5,0,0,8.12,1.81,0.0,8.12,0.0,0.0
1,9,6,0,0,7.78,1.87,0.0,7.78,0.0,0.0
1,9,7,0,13,9.63,1.81,11.801,7.811,43.875,20.815
1,9,8,398,94,13.16,1.57,298.476,19.833,1005.397,960.746
1,9,9,580,134,16.51,1.17,539.268,32.142,1768.159,1700.777
1,9,10,693,156,20.72,1.2,748.373,42.962,2348.077,2260.095
1,9,11,758,164,22.62,1.0,885.222,50.239,2681.03,2579.926
1,9,12,760,172,23.52,0.88,923.894,53.329,2753.549,2649.462
1,9,13,748,169,23.63,0.85,887.591,52.771,2652.283,2552.349
1,9,14,662,171,22.88,0.8,749.404,48.376,2287.466,2201.771
1,9,15,565,144,21.17,0.85,552.421,40.229,1743.957,1677.372
1,9,16,443,96,17.7,1.26,332.06,28.086,1080.834,1034.156
1,9,17,0,17,15.01,1.74,15.444,14.673,55.706,32.428
1,9,18,0,0,14.1,2.09,0.0,14.1,0.0,0.0
1,9,19,0,0,13.28,2.28,0.0,13.28,0.0,0.0
1,9,20,0,0,12.62,2.32,0.0,12.62,0.0,0.0
1,9,21,0,0,12.04,2.29,0.0,12.04,0.0,0.0
1,9,22,0,0,11.57,2.23,0.0,11.57,0.0,0.0
1,9,23,0,0,11.05,2.19,0.0,11.05,0.0,0.0
1,10,0,0,0,10.58,2.18,0.0,10.58,0.0,0.0
1,10,1,0,0,10.16,2.18,0.0,10.16,0.0,0.0
1,10,2,0,0,9.7,2.22,0.0,9.7,0.0,0.0
1,10,3,0,0,9.24,2.3,0.0,9.24,0.0,0.0
1,10,4,0,0,8.74,2.42,0.0,8.74,0.0,0.0
1,10,5,0,0,8.24,2.54,0.0,8.24,0.0,0.0
1,10,6,0,0,7.8,2.65,0.0,7.8,0.0,0.0
1,10,7,207,7,9.72,2.68,67.98,9.605,206.987,180.819
1,10,8,413,93,13.34,2.36,303.615,19.624,1022.546,977.438
1,10,9,626,127,16.76,1.9,563.779,31.211,1855.967,1785.65
1,10,10,729,148,20.88,2.37,768.363,40.072,2446.325,2354.569
1,10,11,780,159,22.67,2.25,899.559,45.806,2788.837,2683.282
1,10,12,799,161,23.5,2.08,948.438,48.651,2898.398,2788.218
1,10,13,786,159,23.51,2.06,911.688,47.977,2794.885,2689.077
1,10,14,736,151,22.69,2.17,789.515,43.802,2467.818,2375.226
1,10,15,643,132,20.99,2.34,595.428,36.675,1912.575,1840.33
1,10,16,446,99,17.46,2.43,337.538,26.11,1109.817,1062.347
1,10,17,0,15,14.59,2.61,13.619,14.12,49.244,26.086
1,10,18,0,0,13.61,2.58,0.0,13.61,0.0,0.0
1,10,19,0,0,12.79,2.39,0.0,12.79,0.0,0.0
1,10,20,0,0,12.18,2.12,0.0,12.18,0.0,0.0
1,10,21,0,0,11.74,1.9,0.0,11.74,0.0,0.0
1,10,22,0,0,11.22,1.79,0.0,11.22,0.0,0.0
1,10,23,0,0,10.66,1.75,0.0,10.66,0.0,0.0
1,11,0,0,0,10.16,1.75,0.0,10.16,0.0,0.0
1,11,1,0,0,9.69,1.82,0.0,9.69,0.0,0.0
1,11,2,0,0,9.17,1.94,0.0,9.17,0.0,0.0
1,11,3,0,0,8.65,2.07,0.0,8.65,0.0,0.0
1,11,4,0,0,8.2,2.17,0.0,8.2,0.0,0.0
1,11,5,0,0,7.84,2.25,0.0,7.84,0.0,0.0
1,11,6,0,0,7.57,2.28,0.0,7.57,0.0,0.0
1,11,7,0,12,9.7,2.19,10.89,7.989,40.456,17.459
1,11,8,413,93,13.56,1.86,303.085,20.07,1018.411,973.413
1,11,9,626,128,17.13,1.39,564.355,32.831,1843.243,1773.355
1,11,10,730,148,20.95,1.73,769.043,41.907,2425.758,2334.799
1,11,11,782,158,22.72,1.75,900.509,47.503,2767.119,2662.469
1,11,12,800,162,23.58,1.8,951.149,49.784,2889.308,2779.516
1,11,13,787,160,23.62,1.89,914.678,48.743,2792.792,2687.072
1,11,14,740,151,22.78,1.93,793.928,44.726,2469.917,2377.243
1,11,15,618,136,21.09,1.89,583.896,37.553,1868.061,1797.335
1,11,16,457,100,17.42,1.96,344.65,26.891,1129.223,1081.218
1,11,17,0,19,14.48,2.21,17.269,14.163,62.43,39.028
1,11,18,0,0,13.37,2.39,0.0,13.37,0.0,0.0
1,11,19,0,0,12.5,2.5,0.0,12.5,0.0,0.0
1,11,20,0,0,11.74,2.47,0.0,11.74,0.0,0.0
1,11,21,0,0,11.08,2.37,0.0,11.08,0.0,0.0
1,11,22,0,0,10.53,2.22,0.0,10.53,0.0,0.0
1,11,23,0,0,10.11,2.02,0.0,10.11,0.0,0.0
1,12,0,0,0,9.83,1.85,0.0,9.83,0.0,0.0
1,12,1,0,0,9.46,1.77,0.0,9.46,0.0,0.0
1,12,2,0,0,9.06,1.73,0.0,9.06,0.0,0.0
1,12,3,0,0,8.66,1.73,0.0,8.66,0.0,0.0
1,12,4,0,0,8.32,1.77,0.0,8.32,0.0,0.0
1,12,5,0,0,7.98,1.83,0.0,7.98,0.0,0.0
1,12,6,0,0,7.76,1.84,0.0,7.76,0.0,0.0
1,12,7,0,12,9.74,1.78,10.89,7.919,40.468,17.471
1,12,8,399,93,13.52,1.42,296.288,20.294,994.933,950.559
1,12,9,606,132,17.11,0.92,552.475,33.961,1794.713,1726.45
1,12,10,719,151,21.35,1.13,763.421,44.324,2378.384,2289.246
1,12,11,783,158,23.45,1.01,901.707,51.467,2713.099,2610.682
1,12,12,801,162,24.42,0.92,952.767,54.771,2817.466,2710.712
1,12,13,788,160,24.5,0.97,916.576,53.774,2724.161,2621.288
1,12,14,742,150,23.65,1.16,795.651,48.605,2425.681,2334.725
1,12,15,648,133,21.9,1.41,602.169,40.261,1900.352,1828.526
1,12,16,461,101,18.14,1.87,348.419,27.916,1136.481,1088.276
1,12,17,25,27,15.14,2.41,34.832,15.285,120.301,95.813
1,12,18,0,0,14.04,2.72,0.0,14.04,0.0,0.0
1,12,19,0,0,13.01,2.8,0.0,13.01,0.0,0.0
1,12,20,0,0,12.14,2.88,0.0,12.14,0.0,0.0
1,12,21,0,0,11.35,2.92,0.0,11.35,0.0,0.0
1,12,22,0,0,10.62,2.89,0.0,10.62,0.0,0.0
1,12,23,0,0,9.98,2.82,0.0,9.98,0.0,0.0
1,13,0,0,0,9.44,2.79,0.0,9.44,0.0,0.0
1,13,1,0,0,8.91,2.81,0.0,8.91,0.0,0.0
1,13,2,0,0,8.45,2.76,0.0,8.45,0.0,0.0
1,13,3,0,0,8.03,2.66,0.0,8.03,0.0,0.0
1,13,4,0,0,7.7,2.5,0.0,7.7,0.0,0.0
1,13,5,0,0,7.46,2.33,0.0,7.46,0.0,0.0
1,13,6,0,0,7.33,2.24,0.0,7.33,0.0,0.0
1,13,7,0,12,9.53,2.26,10.89,7.907,40.47,17.473
1,13,8,407,92,13.48,2.09,298.29,19.658,1003.803,959.194
1,13,9,621,131,17.19,2.04,563.36,31.319,1853.6,1783.362
1,13,10,731,148,20.66,2.79,769.705,38.973,2464.221,2371.769
1,13,11,784,158,22.52,2.96,902.936,43.938,2826.618,2719.48
1,13,12,774,171,23.42,2.94,938.383,45.949,2908.775,2798.151
1,13,13,762,168,23.45,2.85,902.918,45.479,2804.661,2698.444
1,13,14,722,163,22.75,2.73,794.36,42.531,2499.84,2405.994
1,13,15,599,142,21.16,2.63,576.767,35.833,1862.023,1791.501
1,13,16,465,102,17.76,2.44,352.19,26.708,1155.857,1107.115
1,13,17,10,26,14.52,2.35,29.077,14.525,102.946,78.787
1,13,18,0,0,13.48,2.19,0.0,13.48,0.0,0.0
1,13,19,0,0,12.62,1.95,0.0,12.62,0.0,0.0
1,13,20,0,0,12.0,1.74,0.0,12.0,0.0,0.0
1,13,21,0,0,11.61,1.62,0.0,11.61,0.0,0.0
1,13,22,0,0,11.04,1.66,0.0,11.04,0.0,0.0
1,13,23,0,0,10.47,1.81,0.0,10.47,0.0,0.0
1,14,0,0,0,9.86,1.96,0.0,9.86,0.0,0.0
1,14,1,0,0,9.32,2.05,0.0,9.32,0.0,0.0
1,14,2,0,0,8.74,2.18,0.0,8.74,0.0,0.0
1,14,3,0,0,8.13,2.31,0.0,8.13,0.0,0.0
1,14,4,0,0,7.6,2.38,0.0,7.6,0.0,0.0
1,14,5,0,0,7.14,2.39,0.0,7.14,0.0,0.0
1,14,6,0,0,6.79,2.38,0.0,6.79,0.0,0.0
1,14,7,0,13,8.92,2.33,11.801,7.308,43.971,20.909
1,14,8,415,94,12.88,1.91,303.565,19.358,1022.704,977.592
1,14,9,628,129,16.9,1.4,565.565,32.614,1848.929,1778.849
1,14,10,732,149,20.79,1.39,771.554,43.002,2420.109,2329.368
1,14,11,785,159,22.82,1.32,905.305,49.474,2753.12,2649.05
1,14,12,801,163,24.04,1.39,955.337,52.044,2867.235,2758.381
1,14,13,789,160,24.35,1.48,919.517,51.179,2771.572,2666.736
1,14,14,745,151,23.64,1.59,801.547,46.934,2465.529,2373.026
1,14,15,645,134,21.99,1.65,603.529,39.632,1911.404,1839.2
1,14,16,456,103,18.21,1.67,349.651,28.392,1139.271,1090.989
1,14,17,0,24,15.05,1.76,22.012,14.968,79.29,55.574
1,14,18,0,0,13.92,1.77,0.0,13.92,0.0,0.0
1,14,19,0,0,12.94,1.68,0.0,12.94,0.0,0.0
1,14,20,0,0,12.09,1.56,0.0,12.09,0.0,0.0
1,14,21,0,0,11.62,1.36,0.0,11.62,0.0,0.0
1,14,22,0,0,11.11,1.1,0.0,11.11,0.0,0.0
1,14,23,0,0,10.59,0.85,0.0,10.59,0.0,0.0
1,15,0,0,0,10.17,0.67,0.0,10.17,0.0,0.0
1,15,1,0,0,9.83,0.57,0.0,9.83,0.0,0.0
1,15,2,0,0,9.39,0.61,0.0,9.39,0.0,0.0
1,15,3,0,0,8.95,0.64,0.0,8.95,0.0,0.0
1,15,4,0,0,8.76,0.56,0.0,8.76,0.0,0.0
1,15,5,0,0,8.53,0.47,0.0,8.53,0.0,0.0
1,15,6,0,0,8.29,0.53,0.0,8.29,0.0,0.0
1,15,7,0,13,10.11,0.7,11.801,7.786,43.879,20.819
1,15,8,56,85,13.68,0.82,112.47,15.046,398.201,368.101
1,15,9,469,190,17.46,0.84,525.683,32.9,1721.037,1655.203
1,15,10,686,160,21.97,1.14,746.602,44.307,2326.457,2239.295
1,15,11,757,166,24.09,1.26,888.374,50.416,2688.203,2586.806
1,15,12,804,162,25.08,1.38,957.769,53.075,2858.624,2750.135
1,15,13,764,178,25.25,1.52,917.585,51.816,2756.449,2652.242
1,15,14,553,214,24.52,1.56,709.374,45.506,2199.521,2117.089
1,15,15,556,152,22.87,1.63,560.747,39.111,1782.278,1714.428
1,15,16,430,105,19.02,1.82,339.869,28.504,1108.417,1060.985
1,15,17,54,32,15.83,2.02,53.701,16.55,181.361,155.697
1,15,18,0,0,14.69,1.98,0.0,14.69,0.0,0.0
1,15,19,0,0,13.71,1.76,0.0,13.71,0.0,0.0
1,15,20,0,0,12.84,1.5,0.0,12.84,0.0,0.0
1,15,21,0,0,12.06,1.28,0.0,12.06,0.0,0.0
1,15,22,0,0,11.49,1.2,0.0,11.49,0.0,0.0
1,15,23,0,0,11.31,1.24,0.0,11.31,0.0,0.0
1,16,0,0,0,10.74,1.36,0.0,10.74,0.0,0.0
1,16,1,0,0,10.21,1.47,0.0,10.21,0.0,0.0
1,16,2,0,0,9.73,1.5,0.0,9.73,0.0,0.0
1,16,3,0,0,9.3,1.44,0.0,9.3,0.0,0.0
1,16,4,0,0,8.91,1.36,0.0,8.91,0.0,0.0
1,16,5,0,0,8.58,1.23,0.0,8.58,0.0,0.0
1,16,6,0,0,8.44,0.98,0.0,8.44,0.0,0.0
1,16,7,0,13,10.67,0.63,11.801,8.535,43.736,20.678
1,16,8,407,93,14.08,0.47,297.986,22.545,989.033,944.815
1,16,9,616,131,17.98,0.38,559.279,37.478,1785.161,1717.216
1,16,10,712,154,22.83,0.85,761.028,47.014,2338.08,2250.477
1,16,11,782,160,24.91,1.31,904.548,51.437,2722.22,2619.427
1,16,12,770,173,25.82,1.66,939.054,52.158,2816.744,2710.021
1,16,13,759,171,25.89,1.98,906.491,50.361,2744.463,2640.752
1,16,14,699,164,25.14,2.15,780.037,45.976,2411.932,2321.507
1,16,15,645,140,23.48,2.24,611.884,39.702,1938.002,1864.884
1,16,16,455,103,19.62,2.3,350.557,28.805,1140.861,1092.535
1,16,17,29,31,16.14,2.48,40.703,16.449,139.896,115.034
1,16,18,0,0,14.91,2.47,0.0,14.91,0.0,0.0
1,16,19,0,0,13.89,2.28,0.0,13.89,0.0,0.0
1,16,20,0,0,13.03,1.92,0.0,13.03,0.0,0.0
1,16,21,0,0,12.35,1.51,0.0,12.35,0.0,0.0
1,16,22,0,0,11.91,1.16,0.0,11.91,0.0,0.0
1,16,23,0,0,11.64,0.97,0.0,11.64,0.0,0.0
1,17,0,0,0,11.17,1.0,0.0,11.17,0.0,0.0
1,17,1,0,0,10.68,1.23,0.0,10.68,0.0,0.0
1,17,2,0,0,10.18,1.48,0.0,10.18,0.0,0.0
1,17,3,0,0,9.75,1.65,0.0,9.75,0.0,0.0
1,17,4,0,0,9.35,1.68,0.0,9.35,0.0,0.0
1,17,5,0,0,9.03,1.54,0.0,9.03,0.0,0.0
1,17,6,0,0,8.88,1.25,0.0,8.88,0.0,0.0
1,17,7,0,5,11.18,0.91,4.527,8.903,16.752,0.0
1,17,8,292,99,15.11,0.67,247.07,21.307,830.044,789.918
1,17,9,472,161,18.96,0.67,496.574,34.77,1609.615,1547.365
1,17,10,675,182,23.15,1.41,760.269,44.65,2365.179,2276.546
1,17,11,787,160,25.19,1.67,909.474,50.347,2753.088,2649.02
1,17,12,777,172,26.28,1.7,945.258,52.605,2828.549,2721.329
1,17,13,767,168,26.49,1.62,911.502,52.387,2729.857,2626.749
1,17,14,738,154,25.86,1.44,802.592,49.636,2434.267,2342.979
1,17,15,646,137,24.22,1.46,610.718,42.586,1906.318,1834.288
1,17,16,482,103,20.31,1.74,364.485,30.762,1174.589,1125.323
1,17,17,101,38,17.15,2.14,79.971,18.648,263.488,236.191
